id,price_prediction
23570,17364777.24458517
23571,15070567.581648478
23572,15442724.7436259
23573,15645192.369284373
23574,14833822.736850755
23575,16372494.536101572
23576,15620090.747040326
23577,16973007.05538247
23578,18425110.84597696
23579,14807246.506124683
23580,18171593.137926668
23581,16304345.414015133
23582,16228958.30553437
23583,18547541.86077822
23584,16261344.369016735
23585,16144734.264341649
23586,22747988.699314572
23587,32072580.600333005
23588,18047287.034730766
23589,19453704.754746202
23590,19975872.360368606
23591,18437818.599306807
23592,19167461.950721808
23593,13773343.104802702
23594,21365889.028803367
23595,18992372.927148048
23596,21416910.00787027
23597,21397924.926446557
23598,19112847.2261637
23599,19447001.80281399
23600,22167012.807569306
23601,20610764.30035717
23602,20345442.01430677
23603,23610580.137272637
23604,20239751.223324973
23605,21159846.574216653
23606,21208564.909390055
23607,21910065.24003287
23608,21408194.36581341
23609,17984301.911476456
23610,24943955.071899667
23611,19914345.001987856
23612,22907510.900182486
23613,25917375.88674432
23614,31669398.185099773
23615,31730166.984761138
23616,30558972.028099466
23617,29535244.19537319
23618,18668699.683011793
23619,41571489.30581322
23620,49302217.51588981
23621,34374325.64572106
23622,49263994.503859065
23623,32216165.010408405
23624,49913685.847817004
23625,60355893.7970946
23626,50430111.577944495
23627,44558064.85232317
23628,48491480.56168828
23629,50085483.75425107
23630,64414728.532457
23631,79539208.84561042
23632,14702206.932813244
23633,20909062.158503417
23634,66744856.14003325
23635,10059690.38543561
23636,14266040.170049557
23637,18177486.751814757
23638,20611863.910075642
23639,41434225.22282466
23640,9090452.981364004
23641,11112826.372503368
23642,10165115.027177788
23643,12278502.653596252
23644,12412188.24150871
23645,14356729.430917185
23646,18852383.228270937
23647,43560830.31798093
23648,42261611.60859486
23649,71912239.79511833
23650,63557300.173655204
23651,6947058.877091367
23652,6855359.331432044
23653,7310188.577487793
23654,6309450.697923833
23655,7532585.878018062
23656,7454921.9181283675
23657,8584701.640448287
23658,7529873.574872579
23659,7026038.997702263
23660,7336580.35220312
23661,7482373.878856447
23662,7429072.580306656
23663,6616103.284490468
23664,7282055.540455843
23665,8753959.018248357
23666,7429072.580306656
23667,7060532.993693288
23668,7780149.106529103
23669,7269350.604975378
23670,7961892.260873353
23671,7565439.475856647
23672,7781864.275883485
23673,8593498.78182508
23674,7565439.475856647
23675,7746326.633744964
23676,8973428.754578585
23677,7427987.992803454
23678,7867917.12411906
23679,8179381.710115654
23680,7447385.04091354
23681,11058112.773766536
23682,7935479.269499453
23683,8503098.37199807
23684,7489721.350903901
23685,8150802.389400846
23686,7928077.618611439
23687,7968640.422725899
23688,8557384.97887377
23689,9038346.50102728
23690,7106492.923798307
23691,8609571.227904435
23692,8120710.312578819
23693,8660851.62785148
23694,7996424.9533540625
23695,7986496.477677682
23696,6936184.348127009
23697,9427954.780322313
23698,8275507.263060602
23699,10968500.599718105
23700,8093717.591606928
23701,8436730.743133988
23702,8785757.711389054
23703,9117012.035124153
23704,10540420.19702942
23705,9789010.64399305
23706,8426141.729683759
23707,8483589.250903448
23708,9115503.970305193
23709,7446399.5066937655
23710,10526004.78941165
23711,9261129.082309328
23712,9142194.212517956
23713,9653528.511057619
23714,10694153.90582669
23715,6405855.633261673
23716,48004740.98850365
23717,40773091.81489576
23718,24620460.83957429
23719,36935465.3631427
23720,9118971.282401668
23721,23293677.563413076
23722,24000402.257810693
23723,31815709.96053347
23724,59193383.44250255
23725,47270052.32662904
23726,18033753.61529882
23727,21376753.57875563
23728,34826570.30950215
23729,3296421.8095085802
23730,9657304.430819647
23731,9782616.660099946
23732,9032927.510566482
23733,9523320.684620133
23734,14006300.78021917
23735,14813424.625520749
23736,16392471.859182412
23737,18605704.30744672
23738,13256307.238259945
23739,7499410.0206907205
23740,7294138.957389084
23741,9300819.038802804
23742,9536442.8673799
23743,10083853.197624294
23744,9499726.148337793
23745,9455019.602810677
23746,11449562.967825346
23747,32986928.76122524
23748,12349765.413776496
23749,12602737.63609739
23750,15319971.021328446
23751,15877909.12065767
23752,14380751.047669847
23753,16131303.933489742
23754,15381869.87112498
23755,19745254.965065084
23756,19628321.37237632
23757,16727121.00477537
23758,15494955.108410025
23759,16152516.413658077
23760,17256031.340424974
23761,21110499.400998566
23762,19195717.997466993
23763,19554197.17413298
23764,23503444.208109032
23765,23386193.409975603
23766,19840007.223141156
23767,25192248.478226867
23768,23075229.94666832
23769,21156537.26711552
23770,22692019.567221995
23771,27928183.56207829
23772,24663148.90026745
23773,26485571.292941462
23774,24538714.15356556
23775,30534993.663170256
23776,27624659.090808604
23777,25833766.07642374
23778,29932236.933038425
23779,27697597.552967343
23780,28373405.74798181
23781,33060826.780283567
23782,34930310.00482634
23783,26584632.864992734
23784,40991530.24244159
23785,41179902.72699479
23786,48603189.685405694
23787,77744921.69887637
23788,81526264.80868244
23789,21579966.439346198
23790,168573022.57226297
23791,15622242.975819075
23792,12167978.484357184
23793,7733841.232595956
23794,7689522.742017178
23795,9155000.699729228
23796,8616935.276949177
23797,10284945.09233795
23798,10286147.513741797
23799,86659520.82026045
23800,4711616.367762124
23801,6741488.475696676
23802,6428032.365922725
23803,6883883.4911863515
23804,7904685.109654697
23805,7214763.424425154
23806,7233328.643916058
23807,7874681.5776047185
23808,7288285.467383043
23809,7795251.90414133
23810,7652421.11850682
23811,7110370.448722858
23812,8680731.817293808
23813,8205895.217522516
23814,8956730.338302052
23815,9718075.728393726
23816,9240994.793508843
23817,10131575.790375939
23818,9561900.63909129
23819,8985875.284647536
23820,9139237.261839462
23821,10133157.868694777
23822,9876665.408269381
23823,8787078.085930984
23824,10442910.69741116
23825,10001082.767369324
23826,9994504.325751795
23827,9841587.83334487
23828,10956377.096185576
23829,10080651.026798736
23830,9833858.545306697
23831,10927577.388849301
23832,9714647.486493507
23833,9610788.370876107
23834,11548258.936385661
23835,11221366.133830238
23836,11457728.163621532
23837,11577299.594089115
23838,8573443.848515894
23839,11399204.58348124
23840,11717807.589410555
23841,11515343.449021623
23842,10080222.680719703
23843,10802625.686229536
23844,10178870.708336866
23845,13101087.211809319
23846,14434228.342111573
23847,13838009.270134943
23848,13881065.818727804
23849,10633291.742146324
23850,29559498.753374305
23851,11379563.512718372
23852,11060382.670968885
23853,14800099.503549706
23854,11047811.53497884
23855,14231788.337209694
23856,13649467.577807307
23857,15373583.204149436
23858,14604043.441071544
23859,15152491.826688789
23860,12325476.549747542
23861,13749905.8822008
23862,16015856.650727365
23863,13748684.991330903
23864,14473478.711820638
23865,15861150.71676238
23866,14515489.166569246
23867,15781673.327631034
23868,43227430.651762776
23869,17097134.478082754
23870,14181023.673605941
23871,12642255.768350432
23872,13493925.025948942
23873,16445059.990615347
23874,13449970.825246496
23875,19427594.567725565
23876,17872346.04508676
23877,13984165.11165658
23878,13735773.712627841
23879,20587028.741791837
23880,18098971.80581825
23881,16784608.3144674
23882,20897490.756662674
23883,14504529.51487194
23884,19989897.921058033
23885,19828601.927405633
23886,21228553.214339234
23887,20428645.141497858
23888,17316372.633848734
23889,17198946.861607153
23890,25475395.892931942
23891,20979195.04184094
23892,20029250.83335785
23893,22046499.85355595
23894,16882473.415907264
23895,19610036.94548963
23896,18231453.71477684
23897,18736850.833654232
23898,24398725.312701885
23899,25780247.287763815
23900,32188012.852645874
23901,12760552.792652458
23902,22963400.571903203
23903,21715681.429420087
23904,26612780.68814756
23905,33217491.236939035
23906,31993466.620205756
23907,21984370.81069642
23908,26910946.61367705
23909,33247639.11094335
23910,23673697.090582076
23911,24134179.331802282
23912,29714163.628275823
23913,29473444.147948172
23914,34195894.38797839
23915,36003390.78792345
23916,35124700.844610244
23917,22559707.73204284
23918,8096884.7266744785
23919,19263612.589125123
23920,28402919.616208456
23921,10817617.260559112
23922,36442470.93518681
23923,8947416.273693817
23924,22312442.414521743
23925,6404379.082540813
23926,9284164.324040117
23927,10864462.367442437
23928,13548388.870885953
23929,17069543.811671324
23930,12335856.87479957
23931,26035892.924465943
23932,3241337.167144451
23933,3427868.7497720094
23934,4214193.77468599
23935,6791288.278057754
23936,5866662.863778185
23937,6431220.707423234
23938,6013838.0824859515
23939,6347311.831940719
23940,10079663.317810286
23941,7399836.355211955
23942,10356503.58340527
23943,8246520.586370246
23944,8184666.400426431
23945,8966491.258185206
23946,12245342.94905091
23947,9566707.093106402
23948,13588854.61559712
23949,14258935.32777334
23950,17107935.113665517
23951,16267499.369254341
23952,14302820.428976476
23953,13300880.186619086
23954,16764680.848242417
23955,17427808.65976056
23956,19390631.90270883
23957,18373733.836002525
23958,19669644.38457229
23959,17278259.166191284
23960,20672595.954165887
23961,25079297.19781563
23962,33512488.191873785
23963,47961411.338718176
23964,50160033.853214234
23965,87768778.92897834
23966,9602792.395786941
23967,9412349.708849952
23968,6333428.673591626
23969,9771496.301471593
23970,11241443.016849983
23971,13391228.298907343
23972,10547159.699260866
23973,19036665.856104657
23974,21715053.89645472
23975,3314350.0661259457
23976,3354941.3543427116
23977,4202603.709669157
23978,3999445.682753384
23979,5004659.179931247
23980,5923563.205803263
23981,5844168.300982029
23982,5800932.71436195
23983,6383198.61297867
23984,6156055.406341967
23985,8162824.552771476
23986,6424683.818304672
23987,7525769.45304705
23988,8033957.301754722
23989,6925424.23997435
23990,8496315.135075353
23991,9172496.090997675
23992,8755900.743736628
23993,8155734.957490456
23994,9868459.967108224
23995,8221674.556643315
23996,9274189.18564841
23997,9547142.573042028
23998,9720388.90527872
23999,9877925.45149846
24000,10221820.113074165
24001,10974287.55397029
24002,10176475.372510502
24003,9571687.173292775
24004,9415435.247420516
24005,11116848.415363843
24006,9560501.801465925
24007,9988769.956391746
24008,9170379.519553825
24009,11521547.795416586
24010,10873619.099859582
24011,11301804.86634405
24012,9889160.250684632
24013,11244417.463645162
24014,14297646.055307826
24015,11443524.733927414
24016,14459622.278728925
24017,11273146.936512694
24018,11433544.66459762
24019,10219279.834405567
24020,12048955.9785104
24021,13358464.714355052
24022,11729795.967604607
24023,12119664.426185224
24024,9858974.756315714
24025,12571083.379089862
24026,12309575.467056172
24027,14641846.541571079
24028,12675941.479367584
24029,14067863.207416516
24030,15834761.426454887
24031,13998227.66755769
24032,14137470.080966346
24033,13664015.402646843
24034,14270103.390742213
24035,14830998.93756785
24036,13604747.90821718
24037,13666864.840320326
24038,18181869.146108463
24039,18740603.68818483
24040,14992587.21603896
24041,18864352.006846935
24042,18232820.985450298
24043,15817837.673986342
24044,19281949.603988938
24045,19427272.43089075
24046,16907040.665490378
24047,18863226.986292046
24048,16768980.680624187
24049,16944964.46331965
24050,14398504.831892129
24051,17241313.318663795
24052,15242800.165735219
24053,17733478.59304917
24054,16573076.359690024
24055,20133294.453650426
24056,21125727.121741638
24057,23364209.420094505
24058,23325228.339760642
24059,19357237.93558481
24060,23671237.392488785
24061,21819495.85010399
24062,24158119.617059674
24063,19891584.354842745
24064,28274479.38540279
24065,22251179.640365396
24066,19326440.098304566
24067,33417168.762137365
24068,34925912.50670089
24069,29752947.469400447
24070,31400717.54859392
24071,45077718.11773363
24072,11799039.656235216
24073,10351181.623426268
24074,13897675.305023408
24075,5629603.804053342
24076,11451165.637445044
24077,16128025.341300217
24078,7049566.297697731
24079,6644613.051717134
24080,8971692.282048475
24081,8882856.546319563
24082,9667980.96088708
24083,9362369.056179466
24084,9465858.424538538
24085,10312177.295809975
24086,12832038.851533845
24087,14051168.917818619
24088,14547157.156216897
24089,17455189.277740996
24090,23510708.220175035
24091,27665395.565121807
24092,25282621.19351322
24093,41055650.70996541
24094,3092556.686116466
24095,3449268.699256667
24096,5831387.549553802
24097,5862502.89958297
24098,4703043.406016233
24099,5211408.8679142725
24100,6431851.398586605
24101,5180967.777580655
24102,5896758.198036619
24103,5935159.835420913
24104,6387845.289398982
24105,6120155.535367654
24106,6115120.869694616
24107,6683926.133484507
24108,6443910.744109773
24109,6369510.5798255475
24110,6506659.421653115
24111,6854079.47235061
24112,6205600.894228898
24113,6866441.399556283
24114,6209735.242560735
24115,6946705.876842833
24116,5759852.450283803
24117,3931947.997030577
24118,4738154.226956246
24119,4616898.75248352
24120,5012746.635768634
24121,6571518.638069618
24122,12391499.920172572
24123,3078854.290349759
24124,6889676.816228118
24125,40537075.19493725
24126,3079325.9432143928
24127,2869588.8592316876
24128,3335296.131828678
24129,3203458.9650813523
24130,3216365.7874950785
24131,3204453.1580782207
24132,3898396.1742008007
24133,3473305.858469655
24134,5229102.862647059
24135,3512532.291116117
24136,4609748.170485976
24137,5103324.701648274
24138,6505527.4888786655
24139,6268957.690917611
24140,5215893.021889496
24141,7346599.059264634
24142,6162142.177491743
24143,6694603.186859207
24144,6284400.857796898
24145,5724710.341252476
24146,8275147.011028477
24147,9034167.884708006
24148,8324671.410811696
24149,11323010.96946315
24150,12385349.868154977
24151,10978948.486680154
24152,49688181.20800207
24153,9286862.647315409
24154,11751091.009774718
24155,4148809.5080449083
24156,3662629.1106596105
24157,4809791.446275359
24158,4011599.4692921983
24159,4553011.557338671
24160,5026143.16610353
24161,4435616.628772079
24162,5933266.138340433
24163,5780995.641842505
24164,4644176.411902635
24165,5726226.4213274075
24166,6331353.827378937
24167,5400785.437007678
24168,5435947.784858341
24169,6353238.811261865
24170,5468325.032523625
24171,5707448.029186084
24172,7135983.068786988
24173,7263145.759190635
24174,11779566.179012803
24175,9366435.573407331
24176,13944675.39749596
24177,11342943.725760201
24178,26376859.56761389
24179,23917831.9807819
24180,22127210.05397541
24181,13164481.376503684
24182,17193751.036292005
24183,4287960.573543726
24184,16441309.299969172
24185,16332050.450569224
24186,12423449.469308052
24187,12675105.392973976
24188,16486360.604365617
24189,16574360.720696893
24190,9290478.232526358
24191,12523151.963654902
24192,12462058.196298165
24193,17866635.17587997
24194,24068380.603820562
24195,76341344.99027877
24196,25615742.61489372
24197,47224712.38471145
24198,60083050.20793083
24199,47722573.87138657
24200,30005194.239370782
24201,59125931.81807615
24202,47488078.380321294
24203,102171530.60102367
24204,38769965.89543871
24205,62047139.12286392
24206,119748674.17282966
24207,57118127.55689835
24208,25657847.53480945
24209,16925220.784942612
24210,22412526.19743983
24211,83060144.02589156
24212,77348554.07766387
24213,81978513.58159469
24214,7635052.98687674
24215,19393171.39162703
24216,11866815.464174053
24217,30554089.76740336
24218,40825232.49112451
24219,66545669.99885677
24220,54679986.29730634
24221,233544463.4037303
24222,29901738.609938942
24223,32609577.774806514
24224,36290770.026978865
24225,41122044.7655523
24226,89908853.88104123
24227,89756192.19030456
24228,23833896.735892925
24229,30342512.916947585
24230,51036751.44507379
24231,60369763.96014413
24232,58173270.648705475
24233,86280176.59143285
24234,51963286.972174734
24235,7700909.292837394
24236,39413090.3513737
24237,89766788.20610096
24238,283906863.5274649
24239,9616169.191575255
24240,10862952.621881
24241,14791440.488696354
24242,18761637.48490085
24243,16431967.935797427
24244,27814646.84328521
24245,28256048.13105683
24246,41759256.67806279
24247,41278499.314258285
24248,44808866.3170899
24249,42258235.666442275
24250,34401077.68667063
24251,49883651.68789672
24252,52099592.21277055
24253,72073263.61029218
24254,62426745.86063241
24255,53123315.20491347
24256,73095236.03287306
24257,75012441.09108853
24258,99668802.94805817
24259,82824195.48913325
24260,254833037.11359105
24261,7827221.2971488405
24262,8476965.622131055
24263,9905573.162043618
24264,9204426.258025762
24265,7917287.066854238
24266,9290478.232526358
24267,10062895.737217246
24268,9177286.535585608
24269,11000472.497238696
24270,11089109.377557289
24271,13864357.070387915
24272,11503227.634337138
24273,11424777.410471085
24274,14306140.76162638
24275,12295048.408366194
24276,15090418.79677107
24277,14308652.464019787
24278,15730285.709837344
24279,15731639.575835299
24280,13412827.917536791
24281,16439910.032265931
24282,15168735.659144867
24283,16842249.935231436
24284,17866635.17587997
24285,16305700.407972194
24286,18195899.382250216
24287,20799077.026323173
24288,16757859.79832387
24289,14424802.12115376
24290,21217997.289247826
24291,18381240.341468524
24292,23025154.50191241
24293,13868708.881549973
24294,19031094.605004076
24295,18218507.233060237
24296,23001862.530830022
24297,30829525.32368499
24298,15244152.06770621
24299,20943360.869257297
24300,22099291.157342304
24301,19885992.767613895
24302,23534952.351179432
24303,27198877.945580594
24304,25130831.33118283
24305,26604823.349021602
24306,24475608.4740343
24307,25409535.79837375
24308,25699821.01128294
24309,25136365.880330272
24310,26759084.826898925
24311,24987516.28508372
24312,25499141.247866374
24313,26370011.924847223
24314,32651983.560340706
24315,26434369.64375541
24316,24197059.887618173
24317,29720808.27220967
24318,26944422.40585974
24319,25949751.235530913
24320,26040785.4146814
24321,32765136.62909335
24322,38386737.96813569
24323,32379669.41808151
24324,44049428.52161468
24325,29299050.20372667
24326,29736298.46576372
24327,33126176.95648997
24328,29336527.940529212
24329,30002927.0902247
24330,33793012.44284381
24331,39551077.33656209
24332,34694476.33305622
24333,42812208.0918894
24334,40606276.93322871
24335,36586498.358836524
24336,29705326.019721538
24337,33471379.598677993
24338,37671663.06994677
24339,50585706.227039546
24340,44419699.94959097
24341,46249752.769783184
24342,32993499.793820407
24343,30212630.846323404
24344,43757688.11211125
24345,41791294.122146726
24346,61636894.87893391
24347,37427448.63057002
24348,53311346.14523201
24349,51954776.433345675
24350,61754928.35630957
24351,47764623.903353795
24352,39493246.63883985
24353,49165726.65468785
24354,77634139.57956484
24355,40515011.654465266
24356,50419963.41958089
24357,50419963.41958089
24358,45663484.484687686
24359,52476689.213109836
24360,58139268.9056806
24361,58139268.9056806
24362,72510324.05296147
24363,67237911.43004495
24364,60891127.02024362
24365,80152305.20973046
24366,59460992.74193735
24367,65984407.2373476
24368,64993420.15838197
24369,107196408.0397266
24370,64186314.467381075
24371,52306113.301897936
24372,77153774.66103932
24373,77153774.66103932
24374,100665066.62760404
24375,101281708.17786512
24376,73577855.93921898
24377,53772558.22131683
24378,90689953.99949822
24379,80987895.2358063
24380,64502400.49644888
24381,97875083.97373903
24382,116487514.30836569
24383,120339272.18611237
24384,123756819.74250017
24385,161813304.57726398
24386,253330481.2693838
24387,62454478.408078425
24388,25323964.641876582
24389,340900435.3456282
24390,27924641.539269287
24391,15856299.89856887
24392,22665593.78108947
24393,26482974.208218176
24394,11439547.802838556
24395,12374732.137546549
24396,38925863.59557893
24397,50806990.29995682
24398,47805632.361681014
24399,56461688.04662617
24400,256958206.30511233
24401,8705702.083603112
24402,8412041.24584973
24403,10336096.163500812
24404,13006257.391058687
24405,14800884.21542013
24406,13354434.96094865
24407,16790067.772167817
24408,13133131.280534338
24409,21870671.233867686
24410,34986546.97510917
24411,30003031.389881093
24412,87045792.12853317
24413,4791619.440882795
24414,5739011.290883209
24415,7449097.559766474
24416,7553761.5076416405
24417,7876623.2111979015
24418,7484833.108603069
24419,8394688.181469366
24420,10383224.76907304
24421,9596641.428541154
24422,9815932.592822686
24423,10602827.147059793
24424,9934248.36014844
24425,9790099.782814978
24426,9916342.34142801
24427,9930983.748935783
24428,10123944.542915415
24429,10077465.124655137
24430,9668802.239842178
24431,10163475.116942229
24432,10203600.828532336
24433,9695888.266393993
24434,11596799.619563889
24435,10951473.844054462
24436,10465365.105322277
24437,8734933.1537061
24438,10967993.700531939
24439,10963291.12168195
24440,10266427.031082228
24441,8235001.103254111
24442,11426382.526146136
24443,10260666.56844521
24444,11634358.694883732
24445,11525058.877447795
24446,12819798.867426869
24447,43070755.063952684
24448,50302530.8273274
24449,57178620.71467695
24450,5607089.8020874765
24451,101820706.73819292
24452,10250512.947734978
24453,13426078.797038935
24454,12273668.97417182
24455,30855115.388561748
24456,15150213.4819602
24457,18094528.07311059
24458,38765696.66451903
24459,269610875.5827625
24460,69587686.70723316
24461,67742011.00006391
24462,119184495.79155341
24463,494061898.10398936
24464,101475606.52723515
24465,194001800.84809983
24466,76080733.5867058
24467,130722716.11509304
24468,25606395.451231163
24469,35107158.93338479
24470,57876541.163213834
24471,88932616.05627684
24472,101431318.76805598
24473,17078995.635149408
24474,34274287.271550596
24475,33835238.95022868
24476,111156548.47238909
24477,43759609.54934279
24478,73857298.5125565
24479,111086722.50313431
24480,26435542.31488341
24481,113840793.35311238
24482,141183903.65081537
24483,151048293.06064308
24484,110429328.99620755
24485,120128720.16284093
24486,15851112.696203819
24487,56172504.45596521
24488,77963438.57418334
24489,78216977.91183622
24490,153814115.81999537
24491,196648683.73890743
24492,135233377.58888796
24493,288130753.7413768
24494,18210076.353354476
24495,62117692.558111936
24496,54637712.34330166
24497,86539538.27769685
24498,109318541.06358302
24499,102714380.0007015
24500,197478344.1468179
24501,226332261.004958
24502,22016538.835584223
24503,43680671.8849862
24504,76637442.66749331
24505,91471959.43661867
24506,141238261.918724
24507,141809088.56645057
24508,245393053.61289132
24509,128943780.96125561
24510,359293085.84176964
24511,43724721.22907753
24512,53839544.58835088
24513,78524519.72926755
24514,97779377.46786682
24515,90383421.69996017
24516,84408071.67341532
24517,170512219.99466583
24518,113143333.17142183
24519,135257508.84608263
24520,409090222.65520144
24521,580183278.0795729
24522,14680147.273169532
24523,24414590.70159232
24524,30631794.570189115
24525,19119784.263412844
24526,24384793.884655684
24527,39504493.05787928
24528,40067581.58815209
24529,28060663.611659497
24530,46026733.302951865
24531,46027485.05257641
24532,46605985.91089541
24533,66516362.19846267
24534,92504389.48845185
24535,56627156.73919697
24536,147478572.48367828
24537,85630559.42039926
24538,119968917.98579702
24539,134420429.3986862
24540,122992337.7542637
24541,98907754.87178521
24542,124838945.47298631
24543,183001906.12117085
24544,134801646.3827775
24545,155165744.72160512
24546,185217387.1034129
24547,219911736.83042872
24548,327150842.0197202
24549,5131625.280357951
24550,10172321.113391703
24551,10743308.298001325
24552,12771115.967580112
